"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G55007300011042","550730011042","56","5"
"G55007300011043","550730011043","76","8"
"G55007300011051","550730011051","49","4"
"G55007300011061","550730011061","51","4"
"G55007300011062","550730011062","43","3"
"G55007300011063","550730011063","48","4"
"G55007300012021","550730012021","68","7"
"G55007300012022","550730012022","77","8"
"G55007300012023","550730012023","59","5"
"G55007300012024","550730012024","43","3"
"G55007300012031","550730012031","37","2"
"G55007300012032","550730012032","57","5"
"G55007300012041","550730012041","64","6"
"G55007300012042","550730012042","64","6"
"G55007300012043","550730012043","40","2"
"G55007300013001","550730013001","59","5"
"G55007300013002","550730013002","57","5"
"G55007300013003","550730013003","43","3"
"G55007300014011","550730014011","37","2"
"G55007300014012","550730014012","48","4"
"G55007300014021","550730014021","56","5"
"G55007300014022","550730014022","45","3"
"G55007300014023","550730014023","74","8"
"G55007300015001","550730015001","37","2"
"G55007300015002","550730015002","60","5"
"G55007300015003","550730015003","56","5"
"G55007300016001","550730016001","53","4"
"G55007300016002","550730016002","73","8"
"G55007300016003","550730016003","46","3"
"G55007300016004","550730016004","52","4"
"G55007300017001","550730017001","58","5"
"G55007300017002","550730017002","61","6"
"G55007300017003","550730017003","58","5"
"G55007300018001","550730018001","53","4"
"G55007300018002","550730018002","51","4"
"G55007300018003","550730018003","52","4"
"G55007300018004","550730018004","42","3"
"G55007300018005","550730018005","41","3"
"G55007300019001","550730019001","60","5"
"G55007300019002","550730019002","73","8"
"G55007300019003","550730019003","64","6"
"G55007300019004","550730019004","49","4"
"G55007300019005","550730019005","59","5"
"G55007300019006","550730019006","68","7"
"G55007300019007","550730019007","46","3"
"G55007300020001","550730020001","54","4"
"G55007300020002","550730020002","71","7"
"G55007300020003","550730020003","63","6"
"G55007300020004","550730020004","52","4"
"G55007300021011","550730021011","77","8"
"G55007300021012","550730021012","68","7"
"G55007300021013","550730021013","75","8"
"G55007300021014","550730021014","49","4"
"G55007300021021","550730021021","40","2"
"G55007300021022","550730021022","45","3"
"G55007300022001","550730022001","62","6"
"G55007300022002","550730022002","60","5"
"G55007300022003","550730022003","84","9"
"G55007300023011","550730023011","65","6"
"G55007300023012","550730023012","68","7"
"G55007300023013","550730023013","69","7"
"G55007300023021","550730023021","58","5"
"G55007300023022","550730023022","51","4"
"G55007300023023","550730023023","44","3"
"G55007300023024","550730023024","50","4"
"G55007509601001","550759601001","94","10"
"G55007509601002","550759601002","81","9"
"G55007509601003","550759601003","77","8"
"G55007509602001","550759602001","88","10"
"G55007509602002","550759602002","86","9"
"G55007509602003","550759602003","79","9"
"G55007509602004","550759602004","77","8"
"G55007509602005","550759602005","76","8"
"G55007509602006","550759602006","75","8"
"G55007509606001","550759606001","81","9"
"G55007509606002","550759606002","71","7"
"G55007509606003","550759606003","77","8"
"G55007509607001","550759607001","78","8"
"G55007509607002","550759607002","70","7"
"G55007509607003","550759607003","79","9"
"G55007509607004","550759607004","78","8"
"G55007509608001","550759608001","67","7"
"G55007509608002","550759608002","69","7"
"G55007509609001","550759609001","69","7"
"G55007509609002","550759609002","57","5"
"G55007509610001","550759610001","65","6"
"G55007509610002","550759610002","79","9"
"G55007509610003","550759610003","70","7"
"G55007509610004","550759610004","77","8"
"G55007509611001","550759611001","83","9"
"G55007509611002","550759611002","71","7"
"G55007509611003","550759611003","63","6"
"G55007509611004","550759611004","83","9"
"G55007509612001","550759612001","62","6"
"G55007509612002","550759612002","52","4"
"G55007509612003","550759612003","59","5"
"G55007509613001","550759613001","78","8"
"G55007509613002","550759613002","85","9"
"G55007509613003","550759613003","77","8"
"G55007509614001","550759614001","90","10"
"G55007509614002","550759614002","90","10"
"G55007509614003","550759614003","90","10"
"G55007509614004","550759614004","90","10"
"G55007509614005","550759614005","90","10"
"G55007509615001","550759615001","87","10"
"G55007509615002","550759615002","82","9"
"G55007509615003","550759615003","84","9"
"G55007509615004","550759615004","86","9"
"G55007509900000","550759900000","PH","PH"
"G55007709601001","550779601001","57","5"
"G55007709601002","550779601002","66","7"
"G55007709601003","550779601003","76","8"
"G55007709602001","550779602001","67","7"
"G55007709602002","550779602002","69","7"
"G55007709602003","550779602003","67","7"
"G55007709603001","550779603001","73","8"
"G55007709603002","550779603002","72","8"
"G55007709603003","550779603003","58","5"
"G55007709604001","550779604001","50","4"
"G55007709604002","550779604002","70","7"
"G55007709604003","550779604003","71","7"
"G55007709605001","550779605001","78","8"
"G55007709605002","550779605002","62","6"
"G55007709605003","550779605003","77","8"
"G55007809401011","550789401011","91","10"
"G55007809401031","550789401031","94","10"
"G55007809401041","550789401041","58","5"
"G55007809401042","550789401042","71","7"
"G55007900001011","550790001011","85","9"
"G55007900001012","550790001012","78","8"
"G55007900001013","550790001013","95","10"
"G55007900001021","550790001021","97","10"
"G55007900001022","550790001022","71","7"
"G55007900001023","550790001023","93","10"
"G55007900002011","550790002011","73","8"
"G55007900002012","550790002012","73","8"
"G55007900002013","550790002013","73","8"
"G55007900002014","550790002014","73","8"
"G55007900002021","550790002021","60","5"
"G55007900002022","550790002022","64","6"
"G55007900002023","550790002023","40","2"
"G55007900003011","550790003011","61","6"
"G55007900003021","550790003021","86","9"
"G55007900003022","550790003022","37","2"
"G55007900003031","550790003031","64","6"
"G55007900003032","550790003032","77","8"
"G55007900003041","550790003041","52","4"
"G55007900003042","550790003042","61","6"
"G55007900004001","550790004001","69","7"
"G55007900004002","550790004002","88","10"
"G55007900005011","550790005011","64","6"
"G55007900005012","550790005012","78","8"
"G55007900005021","550790005021","86","9"
"G55007900005022","550790005022","84","9"
"G55007900005023","550790005023","85","9"
"G55007900006001","550790006001","90","10"
"G55007900006002","550790006002","73","8"
"G55007900006003","550790006003","77","8"
"G55007900006004","550790006004","84","9"
"G55007900006005","550790006005","76","8"
"G55007900007001","550790007001","69","7"
"G55007900007002","550790007002","70","7"
"G55007900007003","550790007003","99","10"
"G55007900008001","550790008001","80","9"
"G55007900008002","550790008002","93","10"
"G55007900008003","550790008003","70","7"
"G55007900009001","550790009001","81","9"
"G55007900009002","550790009002","89","10"
"G55007900010001","550790010001","95","10"
"G55007900010002","550790010002","95","10"
"G55007900010003","550790010003","95","10"
"G55007900011001","550790011001","92","10"
"G55007900011002","550790011002","93","10"
"G55007900011003","550790011003","93","10"
"G55007900012001","550790012001","94","10"
"G55007900012002","550790012002","97","10"
"G55007900012003","550790012003","97","10"
"G55007900013001","550790013001","94","10"
"G55007900013002","550790013002","95","10"
"G55007900013003","550790013003","98","10"
"G55007900013004","550790013004","90","10"
"G55007900014001","550790014001","90","10"
"G55007900014002","550790014002","88","10"
"G55007900015001","550790015001","88","10"
"G55007900015002","550790015002","87","10"
"G55007900015003","550790015003","87","10"
"G55007900016001","550790016001","84","9"
"G55007900016002","550790016002","89","10"
"G55007900017001","550790017001","88","10"
"G55007900017002","550790017002","90","10"
"G55007900017003","550790017003","82","9"
"G55007900017004","550790017004","79","9"
"G55007900017005","550790017005","89","10"
"G55007900018001","550790018001","95","10"
"G55007900018002","550790018002","94","10"
"G55007900018003","550790018003","90","10"
"G55007900019001","550790019001","94","10"
"G55007900019002","550790019002","95","10"
"G55007900019003","550790019003","95","10"
"G55007900019004","550790019004","91","10"
"G55007900020001","550790020001","95","10"
"G55007900020002","550790020002","99","10"
"G55007900020003","550790020003","97","10"
"G55007900021001","550790021001","99","10"
"G55007900021002","550790021002","99","10"
"G55007900021003","550790021003","99","10"
"G55007900022001","550790022001","79","9"
"G55007900023001","550790023001","94","10"
"G55007900023002","550790023002","95","10"
"G55007900023003","550790023003","97","10"
"G55007900023004","550790023004","98","10"
"G55007900023005","550790023005","96","10"
"G55007900024001","550790024001","89","10"
"G55007900024002","550790024002","99","10"
"G55007900024003","550790024003","99","10"
"G55007900025001","550790025001","91","10"
"G55007900025002","550790025002","98","10"
"G55007900025003","550790025003","97","10"
"G55007900026001","550790026001","98","10"
"G55007900026002","550790026002","98","10"
"G55007900026003","550790026003","98","10"
"G55007900027001","550790027001","98","10"
"G55007900027002","550790027002","98","10"
"G55007900028001","550790028001","97","10"
"G55007900028002","550790028002","97","10"
"G55007900029001","550790029001","99","10"
"G55007900029002","550790029002","90","10"
"G55007900030001","550790030001","94","10"
"G55007900030002","550790030002","89","10"
"G55007900030003","550790030003","89","10"
"G55007900030004","550790030004","88","10"
"G55007900031001","550790031001","85","9"
"G55007900031002","550790031002","85","9"
"G55007900031003","550790031003","85","9"
"G55007900031004","550790031004","85","9"
"G55007900032001","550790032001","81","9"
"G55007900032002","550790032002","82","9"
"G55007900032003","550790032003","82","9"
"G55007900033001","550790033001","79","9"
"G55007900033002","550790033002","78","8"
"G55007900033003","550790033003","79","9"
"G55007900033004","550790033004","78","8"
"G55007900033005","550790033005","81","9"
"G55007900033006","550790033006","78","8"
"G55007900034001","550790034001","79","9"
"G55007900034002","550790034002","78","8"
"G55007900034003","550790034003","79","9"
"G55007900034004","550790034004","80","9"
"G55007900035001","550790035001","90","10"
"G55007900035002","550790035002","89","10"
"G55007900035003","550790035003","91","10"
"G55007900035004","550790035004","88","10"
"G55007900036001","550790036001","91","10"
"G55007900036002","550790036002","80","9"
"G55007900037001","550790037001","82","9"
"G55007900037002","550790037002","81","9"
"G55007900038001","550790038001","91","10"
"G55007900038002","550790038002","90","10"
"G55007900038003","550790038003","89","10"
"G55007900039001","550790039001","94","10"
"G55007900039002","550790039002","92","10"
"G55007900039003","550790039003","94","10"
"G55007900040001","550790040001","97","10"
"G55007900040002","550790040002","98","10"
"G55007900040003","550790040003","98","10"
"G55007900041001","550790041001","96","10"
"G55007900041002","550790041002","92","10"
"G55007900041003","550790041003","89","10"
"G55007900042001","550790042001","98","10"
"G55007900042002","550790042002","98","10"
"G55007900042003","550790042003","95","10"
"G55007900042004","550790042004","98","10"
